Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Communication skills,Logical quotient rating,hackathons,Extra-courses did,certifications,workshops,interestedsubjects,interestedcareerarea ,Job/Higher Studies?,interested in games,Management or Technical,Introvert,JobRole
91,82,75,91,91,84,3,6,yes,python,data science,cloud computing,developer,higherstudies,yes,Technical,no,Network Engineer
82,93,69,92,84,90,1,0,no,information security,system designing,cloud computing,Business process analyst,job,yes,Technical,yes,Network Engineer
83,78,82,85,61,63,7,6,no,r programming,data science,parallel computing,security,job,yes,Technical,yes,Network Engineer
87,66,85,64,86,60,6,6,yes,r programming,cloud computing,programming,security,higherstudies,no,Technical,yes,Network Engineer
78,61,88,80,75,63,5,4,no,machine learning,system designing,hacking,developer,higherstudies,yes,Technical,no,Network Engineer
86,80,68,71,80,79,6,5,no,shell programming,testing,Management,Business process analyst,job,no,Management,no,Network Engineer
76,75,72,74,89,74,6,0,no,hadoop,web technologies,cloud computing,developer,higherstudies,no,Management,no,Network Engineer
70,70,84,60,88,88,6,2,no,hadoop,database security,Management,system developer,higherstudies,no,Technical,no,Network Engineer
60,91,62,73,67,79,3,6,no,machine learning,hacking,data engineering,cloud computing,job,no,Technical,yes,Network Engineer
81,87,91,89,94,83,5,3,yes,r programming,game development,programming,security,job,yes,Management,no,Network Engineer
74,67,66,84,75,92,2,4,no,machine learning,web technologies,programming,testing,higherstudies,yes,Technical,no,Network Engineer
72,91,68,84,85,61,9,6,no,python,game development,Computer Architecture,security,job,no,Technical,no,Network Engineer
61,70,81,89,75,75,5,2,yes,distro making,system designing,Computer Architecture,security,job,yes,Management,no,Network Engineer
87,77,72,88,70,76,9,2,yes,machine learning,data science,hacking,system developer,job,yes,Technical,yes,Network Engineer
77,79,63,81,82,68,4,1,no,machine learning,hacking,Management,security,higherstudies,yes,Management,no,Network Engineer
73,78,76,62,85,79,3,5,yes,hadoop,web technologies,Management,cloud computing,job,no,Management,no,Network Engineer
78,75,62,62,88,67,7,3,no,python,database security,networks,Business process analyst,job,no,Management,yes,Network Engineer
84,74,81,75,68,85,8,5,no,python,database security,programming,testing,job,no,Technical,yes,Network Engineer
76,77,77,83,85,66,9,5,yes,machine learning,cloud computing,Software Engineering,testing,higherstudies,no,Technical,no,Network Engineer
83,86,74,63,76,89,5,0,yes,information security,data science,programming,system developer,higherstudies,yes,Technical,no,Network Engineer
86,74,67,66,69,74,2,4,yes,r programming,hacking,networks,cloud computing,higherstudies,no,Management,yes,Network Engineer
74,82,65,68,87,68,2,5,yes,r programming,cloud computing,networks,developer,higherstudies,no,Management,yes,Network Engineer
68,81,67,84,83,68,3,2,no,machine learning,game development,cloud computing,cloud computing,job,no,Technical,no,Network Engineer
92,94,94,71,78,83,4,4,yes,app development,cloud computing,parallel computing,cloud computing,higherstudies,no,Technical,no,Network Engineer
76,82,88,81,80,78,5,2,yes,information security,hacking,programming,security,job,no,Management,yes,Network Engineer
79,83,77,66,81,67,2,2,yes,distro making,data science,cloud computing,security,higherstudies,no,Management,no,Network Engineer
82,84,85,86,65,86,8,2,yes,full stack,cloud computing,hacking,testing,job,yes,Management,no,Network Engineer
76,61,74,74,84,87,2,2,yes,hadoop,testing,networks,system developer,job,yes,Technical,no,Network Engineer
82,68,74,80,66,63,8,2,no,information security,database security,IOT,testing,higherstudies,yes,Technical,yes,Network Engineer
92,82,70,68,66,83,4,2,no,information security,cloud computing,hacking,Business process analyst,job,yes,Management,yes,Network Engineer
74,87,62,68,89,69,3,6,no,app development,cloud computing,Management,Business process analyst,job,yes,Management,no,Network Engineer
93,68,88,82,86,69,3,1,yes,app development,system designing,hacking,developer,higherstudies,yes,Management,yes,Network Engineer
62,94,90,89,76,68,2,4,yes,machine learning,testing,Software Engineering,security,higherstudies,yes,Management,yes,Network Engineer
89,62,79,93,71,64,3,5,yes,app development,web technologies,cloud computing,Business process analyst,job,no,Technical,yes,Network Engineer
90,64,71,73,78,90,4,2,yes,hadoop,testing,Management,developer,job,no,Technical,yes,Network Engineer
91,81,85,79,67,90,6,1,no,shell programming,game development,Software Engineering,Business process analyst,higherstudies,no,Management,no,Network Engineer
84,64,71,65,76,71,5,5,yes,hadoop,web technologies,cloud computing,system developer,job,no,Management,yes,Network Engineer
74,77,88,73,63,73,4,0,yes,full stack,database security,networks,developer,higherstudies,yes,Technical,yes,Network Engineer
62,67,86,68,61,61,7,5,yes,distro making,data science,Computer Architecture,testing,higherstudies,yes,Technical,yes,Network Engineer
91,81,66,62,75,81,7,5,no,full stack,cloud computing,IOT,developer,job,yes,Management,yes,Network Engineer
76,73,75,70,79,71,8,5,yes,python,hacking,Computer Architecture,cloud computing,higherstudies,yes,Technical,yes,Network Engineer
84,70,73,71,71,85,6,2,no,app development,data science,networks,system developer,job,no,Management,yes,Network Engineer
81,88,60,81,92,94,2,6,yes,python,hacking,hacking,developer,job,no,Management,yes,Network Engineer
64,86,89,86,68,81,3,3,no,app development,web technologies,programming,cloud computing,higherstudies,yes,Technical,yes,Network Engineer
87,67,80,60,79,94,4,1,no,r programming,testing,hacking,security,job,no,Technical,yes,Network Engineer
87,72,72,88,83,84,1,3,no,r programming,system designing,parallel computing,security,higherstudies,yes,Technical,no,Network Engineer
84,90,64,85,82,79,7,0,no,full stack,system designing,parallel computing,security,job,no,Technical,yes,Network Engineer
73,87,89,62,67,74,1,0,no,full stack,cloud computing,parallel computing,Business process analyst,job,no,Technical,yes,Network Engineer
68,86,74,88,63,69,1,1,yes,machine learning,testing,IOT,cloud computing,higherstudies,no,Technical,no,Network Engineer
79,74,68,85,87,66,3,5,yes,distro making,system designing,Management,system developer,higherstudies,yes,Management,yes,Network Engineer
67,63,63,67,93,82,8,5,yes,distro making,cloud computing,parallel computing,testing,higherstudies,no,Technical,no,Network Engineer
81,94,71,82,64,60,9,1,no,full stack,data science,Computer Architecture,testing,job,no,Technical,no,Network Engineer
62,88,70,80,94,82,5,5,no,python,data science,Management,security,job,yes,Management,yes,Network Engineer
69,79,63,66,84,89,2,5,no,shell programming,data science,parallel computing,cloud computing,job,no,Management,no,Network Engineer
76,75,77,69,72,61,1,1,no,machine learning,system designing,parallel computing,system developer,job,no,Management,no,Network Engineer
80,91,60,77,79,68,9,2,yes,distro making,data science,cloud computing,cloud computing,job,no,Management,yes,Network Engineer
87,86,82,76,92,81,1,6,no,shell programming,cloud computing,programming,Business process analyst,higherstudies,yes,Management,yes,Network Engineer
85,65,82,85,79,87,8,4,no,distro making,web technologies,parallel computing,security,higherstudies,no,Management,no,Network Engineer
85,65,85,87,61,68,2,5,yes,python,game development,programming,Business process analyst,higherstudies,yes,Technical,no,Network Engineer
73,92,83,77,82,89,4,6,no,python,database security,networks,Business process analyst,job,yes,Management,yes,Network Engineer
71,91,93,67,85,65,3,1,no,hadoop,cloud computing,hacking,Business process analyst,higherstudies,yes,Technical,no,Network Engineer
84,73,67,88,86,62,3,3,yes,app development,data science,cloud computing,testing,higherstudies,yes,Management,no,Network Engineer
63,76,91,81,76,70,2,2,yes,hadoop,cloud computing,IOT,developer,higherstudies,no,Management,no,Network Engineer
83,60,88,82,82,88,9,1,yes,distro making,testing,networks,Business process analyst,higherstudies,yes,Technical,no,Network Engineer
67,81,68,62,90,91,4,1,no,distro making,system designing,Computer Architecture,testing,job,yes,Management,yes,Network Engineer
68,89,81,79,62,73,7,6,no,r programming,testing,networks,developer,job,no,Technical,no,Network Engineer
83,81,66,91,60,62,9,3,yes,distro making,system designing,hacking,security,job,yes,Management,no,Network Engineer
81,86,82,63,64,82,4,5,yes,python,database security,parallel computing,system developer,job,yes,Technical,no,Network Engineer
65,75,76,86,71,83,1,5,yes,information security,database security,Software Engineering,developer,higherstudies,no,Management,no,Network Engineer
68,94,85,79,93,89,5,2,yes,shell programming,testing,IOT,developer,job,yes,Technical,yes,Network Engineer
94,67,64,67,71,88,2,3,yes,information security,web technologies,Computer Architecture,security,higherstudies,no,Management,yes,Network Engineer
86,92,83,77,71,80,4,5,yes,app development,cloud computing,cloud computing,security,higherstudies,no,Management,no,Network Engineer
63,78,82,89,85,75,7,6,yes,machine learning,data science,Computer Architecture,Business process analyst,job,no,Technical,no,Network Engineer
80,70,91,77,94,74,6,6,no,full stack,database security,Management,security,higherstudies,no,Management,no,Network Engineer
73,61,90,67,89,79,8,0,yes,app development,testing,IOT,system developer,job,yes,Management,no,Network Engineer
85,79,82,64,90,74,8,3,yes,shell programming,system designing,IOT,testing,job,yes,Technical,yes,Network Engineer
65,92,73,81,90,61,9,5,no,distro making,data science,IOT,cloud computing,job,no,Management,no,Network Engineer
84,87,85,69,60,64,4,4,yes,shell programming,system designing,Management,security,job,yes,Management,no,Network Engineer
79,88,83,61,71,76,3,0,no,full stack,testing,parallel computing,system developer,higherstudies,yes,Management,yes,Network Engineer
89,84,73,74,83,65,7,4,yes,distro making,hacking,hacking,system developer,job,yes,Technical,no,Network Engineer
86,60,71,60,82,63,2,3,yes,information security,testing,Computer Architecture,security,job,yes,Technical,yes,Network Engineer
82,75,75,92,64,91,1,2,yes,hadoop,data science,data engineering,security,job,yes,Technical,no,Network Engineer
92,64,66,75,89,80,2,2,no,information security,cloud computing,networks,testing,higherstudies,yes,Technical,yes,Network Engineer
66,86,62,74,77,66,4,1,yes,shell programming,testing,Management,testing,job,yes,Technical,no,Network Engineer
65,85,90,60,64,63,3,4,yes,full stack,database security,Software Engineering,Business process analyst,higherstudies,yes,Management,yes,Network Engineer
90,84,72,94,79,89,3,1,no,hadoop,data science,networks,Business process analyst,higherstudies,no,Management,no,Network Engineer
64,83,91,83,78,78,9,1,no,r programming,testing,cloud computing,testing,higherstudies,no,Technical,yes,Network Engineer
69,81,76,90,91,83,4,1,no,app development,testing,networks,testing,higherstudies,yes,Management,yes,Network Engineer
60,77,92,72,66,70,4,3,no,app development,system designing,hacking,developer,higherstudies,yes,Management,no,Network Engineer
71,79,73,78,87,94,2,6,yes,machine learning,game development,IOT,Business process analyst,job,no,Management,no,Network Engineer
90,78,67,63,79,81,2,0,no,distro making,web technologies,parallel computing,Business process analyst,higherstudies,yes,Technical,yes,Network Engineer
80,69,89,70,86,75,1,4,yes,app development,cloud computing,parallel computing,testing,higherstudies,no,Technical,yes,Network Engineer
94,70,81,94,93,93,8,4,no,r programming,data science,Computer Architecture,developer,job,yes,Technical,yes,Network Engineer
72,73,86,67,89,81,1,4,no,hadoop,testing,Management,security,job,yes,Technical,no,Network Engineer
66,74,85,69,75,91,5,4,no,python,web technologies,data engineering,security,job,no,Technical,no,Network Engineer
90,78,83,85,70,85,5,0,yes,distro making,hacking,data engineering,security,higherstudies,no,Management,no,Network Engineer
79,65,67,63,77,93,6,2,no,machine learning,system designing,cloud computing,security,job,no,Management,no,Network Engineer
69,84,83,66,66,92,4,2,no,distro making,testing,Computer Architecture,testing,higherstudies,no,Technical,no,Network Engineer
74,60,63,78,87,67,3,0,yes,full stack,testing,Computer Architecture,system developer,higherstudies,yes,Management,yes,Network Engineer
91,70,61,79,75,82,7,3,no,shell programming,database security,parallel computing,Business process analyst,job,yes,Technical,no,Network Engineer
81,76,89,66,63,64,7,5,no,app development,system designing,data engineering,developer,higherstudies,no,Management,no,Network Engineer
77,91,94,89,71,65,3,2,yes,machine learning,cloud computing,Management,developer,higherstudies,no,Management,no,Network Engineer
93,67,86,78,62,91,7,0,no,machine learning,system designing,Computer Architecture,testing,job,no,Technical,no,Network Engineer
80,61,79,89,64,87,2,4,yes,app development,database security,Computer Architecture,security,higherstudies,yes,Management,no,Network Engineer
60,60,73,77,82,79,9,0,yes,machine learning,game development,hacking,Business process analyst,job,no,Management,yes,Network Engineer
